,CONEXION,SECTOR,CDESTIPSER,MES,AÑO,CATEGORIA,fecha_inicio,hora_inicio,fecha_fin,hora_fin,latitud,longitud,fecha_hora_inicio,fecha_hora_fin,tiempo_resta
107,1113150,S33,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-04,1960-01-01 16:20:00,2025-02-06,1960-01-01 23:55:58.592,-6.472685581039631,-76.3781825368741,2025-02-04 16:20:00-01:00,2025-02-06 23:55:58.592000-01:00,2
108,1901060,S33,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-28,1960-01-01 19:08:00,2025-03-31,1960-01-01 02:23:05.054,-6.469916989046978,-76.3636316221168,2025-03-28 19:08:00-01:00,2025-03-31 02:23:05.054000-01:00,2
109,1055397,S33,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-14,1960-01-01 14:53:00,2025-05-15,1960-01-01 15:50:08.584,-6.5094448891214185,-76.3589877131517,2025-05-14 14:53:00-01:00,2025-05-15 15:50:08.584000-01:00,1
110,2028758,S33,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-28,1960-01-01 22:14:00,2025-03-30,1960-01-01 10:58:52.324,-6.518518949129139,-76.34366281356687,2025-03-28 22:14:00-01:00,2025-03-30 10:58:52.324000-01:00,1
112,1007228,S33,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-10,1960-01-01 07:45:00,2025-10-11,1960-01-01 20:14:43.344,-6.476530822515559,-76.38932791839036,2025-10-10 07:45:00-01:00,2025-10-11 20:14:43.344000-01:00,1
113,1108930,S33,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-07,1960-01-01 08:01:00,2025-04-10,1960-01-01 10:39:14.000,-6.486220701066449,-76.3637864190823,2025-04-07 08:01:00-01:00,2025-04-10 10:39:14-01:00,3
114,1266272,S66,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-30,1960-01-01 10:42:00,2026-01-02,1960-01-01 12:02:47.388,-6.472993201435365,-76.40403363011319,2025-12-30 10:42:00-01:00,2026-01-02 12:02:47.388000-01:00,3
115,1280119,S66,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-28,1960-01-01 06:32:00,2025-03-01,1960-01-01 14:20:14.312,-6.480376034696295,-76.3546533981176,2025-02-28 06:32:00-01:00,2025-03-01 14:20:14.312000-01:00,1
116,1472675,S66,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-28,1960-01-01 15:10:00,2025-08-31,1960-01-01 02:59:11.161,-6.504984697809445,-76.35666575866915,2025-08-28 15:10:00-01:00,2025-08-31 02:59:11.161000-01:00,2
117,1239447,S66,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-02,1960-01-01 15:38:00,2025-04-05,1960-01-01 01:51:02.488,-6.510060084814648,-76.37214545521948,2025-04-02 15:38:00-01:00,2025-04-05 01:51:02.488000-01:00,2
118,1272670,S66,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-10,1960-01-01 10:01:00,2025-11-12,1960-01-01 15:55:56.024,-6.486835925163391,-76.36641796749586,2025-11-10 10:01:00-01:00,2025-11-12 15:55:56.024000-01:00,2
119,1241450,S66,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-14,1960-01-01 20:23:00,2025-05-18,1960-01-01 04:30:12.449,-6.476223204275322,-76.36146446459975,2025-05-14 20:23:00-01:00,2025-05-18 04:30:12.449000-01:00,3
120,1239737,S66,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-02,1960-01-01 08:27:00,2025-01-03,1960-01-01 23:20:44.320,-6.510829078371184,-76.36703715535788,2025-01-02 08:27:00-01:00,2025-01-03 23:20:44.320000-01:00,1
121,1236800,S66,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-01,1960-01-01 09:09:00,2025-01-03,1960-01-01 01:31:47.042,-6.492526712442728,-76.3822072579772,2025-01-01 09:09:00-01:00,2025-01-03 01:31:47.042000-01:00,1
122,1289149,S66,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-27,1960-01-01 13:56:00,2025-06-28,1960-01-01 14:33:22.832,-6.492526712442728,-76.35558217991063,2025-06-27 13:56:00-01:00,2025-06-28 14:33:22.832000-01:00,1
123,1235700,S66,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-24,1960-01-01 09:37:00,2025-07-26,1960-01-01 14:31:53.124,-6.498217435398113,-76.37555098846056,2025-07-24 09:37:00-01:00,2025-07-26 14:31:53.124000-01:00,2
124,1235969,S66,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-27,1960-01-01 04:32:00,2025-01-31,1960-01-01 00:18:22.370,-6.476838440568309,-76.35821372832419,2025-01-27 04:32:00-01:00,2025-01-31 00:18:22.370000-01:00,3
125,1273830,S66,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-08,1960-01-01 21:54:00,2025-08-11,1960-01-01 02:19:48.111,-6.496987014266341,-76.38576758818378,2025-08-08 21:54:00-01:00,2025-08-11 02:19:48.111000-01:00,2
128,1280102,S66,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-25,1960-01-01 10:59:00,2025-02-27,1960-01-01 06:30:51.978,-6.489758229365052,-76.3543438041866,2025-02-25 10:59:00-01:00,2025-02-27 06:30:51.978000-01:00,1
130,1233953,S66,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-28,1960-01-01 15:12:00,2025-03-31,1960-01-01 04:48:58.250,-6.471608908179,-76.36069047977223,2025-03-28 15:12:00-01:00,2025-03-31 04:48:58.250000-01:00,2
131,1271050,S66,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-03,1960-01-01 07:17:00,2025-11-06,1960-01-01 18:29:52.120,-6.487451148509203,-76.37415781577103,2025-11-03 07:17:00-01:00,2025-11-06 18:29:52.120000-01:00,3
132,1466315,S66,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-29,1960-01-01 10:24:00,2025-05-01,1960-01-01 12:16:24.260,-6.509598688115388,-76.36548918570284,2025-04-29 10:24:00-01:00,2025-05-01 12:16:24.260000-01:00,2
133,1270055,S66,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-06,1960-01-01 01:46:00,2025-03-07,1960-01-01 19:08:09.936,-6.48068365040469,-76.35836852528969,2025-03-06 01:46:00-01:00,2025-03-07 19:08:09.936000-01:00,1
135,2026624,S66,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-19,1960-01-01 08:14:00,2025-02-21,1960-01-01 02:06:32.472,-6.474531300603036,-76.3949006091485,2025-02-19 08:14:00-01:00,2025-02-21 02:06:32.472000-01:00,1
136,1238778,S66,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-22,1960-01-01 10:06:00,2025-03-25,1960-01-01 22:55:02.416,-6.471608908179,-76.39815134542405,2025-03-22 10:06:00-01:00,2025-03-25 22:55:02.416000-01:00,3
137,1545990,S41,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-06,1960-01-01 10:14:00,2025-05-07,1960-01-01 22:10:02.144,-6.507445497913526,-76.34954509825599,2025-05-06 10:14:00-01:00,2025-05-07 22:10:02.144000-01:00,1
138,1245175,S41,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-29,1960-01-01 11:54:00,2025-12-31,1960-01-01 09:51:23.828,-6.491450081943356,-76.39056629411438,2025-12-29 11:54:00-01:00,2025-12-31 09:51:23.828000-01:00,1
139,1257391,S41,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-15,1960-01-01 06:12:00,2025-04-17,1960-01-01 17:20:27.032,-6.493757144479965,-76.35387941329009,2025-04-15 06:12:00-01:00,2025-04-17 17:20:27.032000-01:00,2
140,1243503,S41,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-07,1960-01-01 04:29:00,2025-11-10,1960-01-01 04:16:29.881,-6.4976022252084045,-76.35929730708271,2025-11-07 04:29:00-01:00,2025-11-10 04:16:29.881000-01:00,2
141,1245784,S41,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-17,1960-01-01 18:20:00,2025-11-21,1960-01-01 13:56:12.024,-6.496064196442736,-76.39180466983842,2025-11-17 18:20:00-01:00,2025-11-21 13:56:12.024000-01:00,3
142,1237678,S41,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-23,1960-01-01 13:14:00,2025-05-27,1960-01-01 03:20:26.197,-6.507137898559714,-76.36626317053036,2025-05-23 13:14:00-01:00,2025-05-27 03:20:26.197000-01:00,3
143,1237678,S41,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-10,1960-01-01 06:33:00,2025-05-12,1960-01-01 10:17:30.776,-6.507137898559714,-76.36626317053036,2025-05-10 06:33:00-01:00,2025-05-12 10:17:30.776000-01:00,2
144,1253654,S41,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-08,1960-01-01 06:50:00,2025-06-10,1960-01-01 04:11:32.500,-6.501754879385033,-76.36548918570284,2025-06-08 06:50:00-01:00,2025-06-10 04:11:32.500000-01:00,1
145,1253654,S41,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-11,1960-01-01 09:36:00,2025-06-14,1960-01-01 04:43:47.386,-6.501754879385033,-76.36548918570284,2025-06-11 09:36:00-01:00,2025-06-14 04:43:47.386000-01:00,2
146,1246690,S41,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-05,1960-01-01 08:59:00,2025-04-08,1960-01-01 22:14:12.688,-6.501293475058875,-76.36595357659935,2025-04-05 08:59:00-01:00,2025-04-08 22:14:12.688000-01:00,3
147,2819684,S41,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-18,1960-01-01 07:19:00,2025-07-21,1960-01-01 18:25:55.200,-6.498371237827976,-76.3544986011521,2025-07-18 07:19:00-01:00,2025-07-21 18:25:55.200000-01:00,3
148,2009318,S41,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-23,1960-01-01 09:35:00,2025-05-27,1960-01-01 07:34:12.128,-6.478837953340518,-76.4001637059756,2025-05-23 09:35:00-01:00,2025-05-27 07:34:12.128000-01:00,3
149,1242018,S41,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-26,1960-01-01 02:49:00,2025-11-29,1960-01-01 11:11:32.556,-6.488066371103815,-76.39164987287292,2025-11-26 02:49:00-01:00,2025-11-29 11:11:32.556000-01:00,3
150,1852171,S50,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-10,1960-01-01 07:34:00,2025-05-11,1960-01-01 19:04:15.136,-6.470532233023344,-76.3586781192207,2025-05-10 07:34:00-01:00,2025-05-11 19:04:15.136000-01:00,1
151,2626005,S50,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-28,1960-01-01 14:52:00,2025-08-30,1960-01-01 02:02:51.311,-6.4809912659254785,-76.36425080997881,2025-08-28 14:52:00-01:00,2025-08-30 02:02:51.311000-01:00,1
152,1726934,S50,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-14,1960-01-01 12:38:00,2025-12-15,1960-01-01 15:57:18.968,-6.500063061452406,-76.34629436198043,2025-12-14 12:38:00-01:00,2025-12-15 15:57:18.968000-01:00,1
153,1726934,S50,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-13,1960-01-01 01:01:00,2025-03-15,1960-01-01 16:14:12.224,-6.500063061452406,-76.34629436198043,2025-03-13 01:01:00-01:00,2025-03-15 16:14:12.224000-01:00,2
154,1303257,S50,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-02,1960-01-01 20:36:00,2025-04-04,1960-01-01 04:02:18.275,-6.509598688115388,-76.34737794073895,2025-04-02 20:36:00-01:00,2025-04-04 04:02:18.275000-01:00,1
155,1303257,S50,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-11,1960-01-01 06:06:00,2025-04-13,1960-01-01 22:07:56.264,-6.509598688115388,-76.34737794073895,2025-04-11 06:06:00-01:00,2025-04-13 22:07:56.264000-01:00,2
156,1303257,S50,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-05,1960-01-01 14:36:00,2025-04-08,1960-01-01 19:42:45.920,-6.509598688115388,-76.34737794073895,2025-04-05 14:36:00-01:00,2025-04-08 19:42:45.920000-01:00,3
157,1303257,S50,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-06,1960-01-01 03:50:00,2025-04-09,1960-01-01 21:27:10.416,-6.509598688115388,-76.34737794073895,2025-04-06 03:50:00-01:00,2025-04-09 21:27:10.416000-01:00,3
158,1303257,S50,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-03,1960-01-01 13:59:00,2025-04-06,1960-01-01 01:17:37.639,-6.509598688115388,-76.34737794073895,2025-04-03 13:59:00-01:00,2025-04-06 01:17:37.639000-01:00,2
159,1294512,S50,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-07,1960-01-01 03:49:00,2025-03-08,1960-01-01 18:27:18.492,-6.517749967357818,-76.34428200142888,2025-03-07 03:49:00-01:00,2025-03-08 18:27:18.492000-01:00,1
160,2873666,S50,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-21,1960-01-01 06:58:00,2025-04-24,1960-01-01 06:45:21.366,-6.507445497913526,-76.3449011892909,2025-04-21 06:58:00-01:00,2025-04-24 06:45:21.366000-01:00,2
161,2839801,S50,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-16,1960-01-01 05:56:00,2025-03-17,1960-01-01 15:57:54.764,-6.478376528019404,-76.37942091259815,2025-03-16 05:56:00-01:00,2025-03-17 15:57:54.764000-01:00,1
162,2663621,S50,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-28,1960-01-01 01:12:00,2025-10-31,1960-01-01 11:07:03.752,-6.477299867295868,-76.37431261273655,2025-10-28 01:12:00-01:00,2025-10-31 11:07:03.752000-01:00,3
163,1294570,S50,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-28,1960-01-01 09:18:00,2025-09-01,1960-01-01 02:46:23.595,-6.507753097078968,-76.36966870377142,2025-08-28 09:18:00-01:00,2025-09-01 02:46:23.595000-01:00,3
164,1260507,S50,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-01,1960-01-01 10:08:00,2025-04-02,1960-01-01 15:57:57.976,-6.475607967232413,-76.38716076087331,2025-04-01 10:08:00-01:00,2025-04-02 15:57:57.976000-01:00,1
165,1295262,S50,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-29,1960-01-01 20:32:00,2025-11-01,1960-01-01 12:21:37.104,-6.484682637538362,-76.37044268859896,2025-10-29 20:32:00-01:00,2025-11-01 12:21:37.104000-01:00,2
166,1231760,S50,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-07,1960-01-01 02:16:00,2025-03-08,1960-01-01 08:31:55.068,-6.498217435398113,-76.37446740970205,2025-03-07 02:16:00-01:00,2025-03-08 08:31:55.068000-01:00,1
167,1712814,S78,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-25,1960-01-01 21:42:00,2025-09-29,1960-01-01 20:08:14.536,-6.510982876941147,-76.36192885549626,2025-09-25 21:42:00-01:00,2025-09-29 20:08:14.536000-01:00,3
168,2007673,S78,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-16,1960-01-01 16:20:00,2025-01-20,1960-01-01 13:34:08.832,-6.482067918770699,-76.38762515176983,2025-01-16 16:20:00-01:00,2025-01-20 13:34:08.832000-01:00,3
169,597624,S78,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-14,1960-01-01 19:12:00,2025-10-18,1960-01-01 08:49:24.534,-6.49129627739838,-76.34428200142888,2025-10-14 19:12:00-01:00,2025-10-18 08:49:24.534000-01:00,3
170,2236155,S78,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-03,1960-01-01 21:05:00,2025-04-06,1960-01-01 22:51:20.640,-6.503600492454711,-76.35000948915251,2025-04-03 21:05:00-01:00,2025-04-06 22:51:20.640000-01:00,3
172,2659039,S78,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-20,1960-01-01 05:50:00,2025-01-22,1960-01-01 01:07:40.428,-6.486528313208807,-76.37028789163345,2025-01-20 05:50:00-01:00,2025-01-22 01:07:40.428000-01:00,1
173,1781896,S78,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-15,1960-01-01 10:14:00,2025-03-18,1960-01-01 05:00:17.784,-6.490065839347484,-76.38375522763224,2025-03-15 10:14:00-01:00,2025-03-18 05:00:17.784000-01:00,2
174,1833877,S78,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-20,1960-01-01 11:03:00,2025-09-21,1960-01-01 17:26:26.180,-6.486989731070265,-76.37771814597761,2025-09-20 11:03:00-01:00,2025-09-21 17:26:26.180000-01:00,1
175,1689386,S78,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-19,1960-01-01 05:33:00,2025-03-21,1960-01-01 20:50:35.968,-6.488989203587081,-76.34350801660136,2025-03-19 05:33:00-01:00,2025-03-21 20:50:35.968000-01:00,2
176,586566,S57,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-27,1960-01-01 09:45:00,2025-03-30,1960-01-01 10:40:15.344,-6.538358270740088,-76.37369342487452,2025-03-27 09:45:00-01:00,2025-03-30 10:40:15.344000-01:00,3
178,596464,S57,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-16,1960-01-01 12:58:00,2025-12-18,1960-01-01 11:55:49.388,-6.491911495296407,-76.34288882873935,2025-12-16 12:58:00-01:00,2025-12-18 11:55:49.388000-01:00,1
179,1360700,S57,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-21,1960-01-01 21:49:00,2025-05-24,1960-01-01 04:29:55.829,-6.502523885654247,-76.36548918570284,2025-05-21 21:49:00-01:00,2025-05-24 04:29:55.829000-01:00,2
180,374628,S57,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-14,1960-01-01 18:07:00,2025-05-16,1960-01-01 18:29:06.024,-6.491603886441353,-76.34350801660136,2025-05-14 18:07:00-01:00,2025-05-16 18:29:06.024000-01:00,2
181,585874,S57,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-17,1960-01-01 15:37:00,2025-02-19,1960-01-01 03:58:40.095,-6.483759797168786,-76.37245504915049,2025-02-17 15:37:00-01:00,2025-02-19 03:58:40.095000-01:00,1
183,593804,S57,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-20,1960-01-01 06:33:00,2025-02-23,1960-01-01 06:54:59.622,-6.471455097582981,-76.39722256363103,2025-02-20 06:33:00-01:00,2025-02-23 06:54:59.622000-01:00,3
184,587270,S57,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-30,1960-01-01 13:53:00,2025-07-31,1960-01-01 19:01:06.104,-6.485297863512822,-76.3770989581156,2025-07-30 13:53:00-01:00,2025-07-31 19:01:06.104000-01:00,1
185,1880049,S57,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-28,1960-01-01 12:51:00,2025-03-29,1960-01-01 22:01:03.096,-6.527746638362554,-76.38174286708069,2025-03-28 12:51:00-01:00,2025-03-29 22:01:03.096000-01:00,1
186,600208,S57,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-15,1960-01-01 03:24:00,2025-02-18,1960-01-01 16:26:09.200,-6.482221726132378,-76.38034969439117,2025-02-15 03:24:00-01:00,2025-02-18 16:26:09.200000-01:00,3
187,1360203,S57,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-19,1960-01-01 09:55:00,2025-05-21,1960-01-01 13:21:54.728,-6.46976317793582,-76.3952102030795,2025-05-19 09:55:00-01:00,2025-05-21 13:21:54.728000-01:00,2
188,585325,S57,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-17,1960-01-01 05:54:00,2025-02-19,1960-01-01 14:03:09.136,-6.481298881258649,-76.3822072579772,2025-02-17 05:54:00-01:00,2025-02-19 14:03:09.136000-01:00,2
189,589352,S57,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-04,1960-01-01 18:22:00,2025-05-07,1960-01-01 11:48:47.740,-6.486682119209571,-76.35542738294512,2025-05-04 18:22:00-01:00,2025-05-07 11:48:47.740000-01:00,2
190,2057234,S57,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-22,1960-01-01 07:09:00,2025-07-26,1960-01-01 06:55:28.412,-6.49314192883727,-76.36610837356486,2025-07-22 07:09:00-01:00,2025-07-26 06:55:28.412000-01:00,3
191,2666878,S57,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-12,1960-01-01 05:13:00,2025-02-14,1960-01-01 12:12:50.636,-6.470378422099494,-76.35805893135868,2025-02-12 05:13:00-01:00,2025-02-14 12:12:50.636000-01:00,2
192,1689481,S57,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-25,1960-01-01 05:22:00,2025-07-28,1960-01-01 20:14:24.944,-6.5092910900803425,-76.35295063149707,2025-07-25 05:22:00-01:00,2025-07-28 20:14:24.944000-01:00,3
193,585029,S57,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-19,1960-01-01 20:06:00,2025-04-21,1960-01-01 17:38:27.520,-6.51344364765185,-76.3682755310819,2025-04-19 20:06:00-01:00,2025-04-21 17:38:27.520000-01:00,1
